time,Rs,u2,Tmax,Tmin,RH,prec,ETo
1987-09-08,8.2,0.9,16.2,12.3,89.5,0.7,1.6
1987-09-09,12.4,1.1,20.6,11.6,80.7,4.1,2.4
1987-09-10,18.8,1.5,26.8,12.2,74.4,0.0,3.6
1987-09-11,10.9,2.0,25.1,13.3,78.2,0.0,2.5
1987-09-12,11.7,1.7,23.3,13.6,77.4,0.1,2.5
1987-09-13,16.0,1.1,23.2,13.3,75.6,0.0,3.1
1987-09-14,19.2,1.7,27.1,13.5,68.5,0.0,4.1
1987-09-15,20.6,1.6,30.2,14.1,64.1,0.0,4.5
1987-09-16,22.0,1.6,31.1,14.4,60.9,0.0,4.7
1987-09-17,14.6,1.6,26.4,16.0,72.4,0.0,3.4
1987-09-18,9.9,1.8,23.8,14.5,82.4,26.1,2.3
1987-09-19,15.8,1.5,25.7,13.9,76.4,9.2,3.2
1987-09-20,13.7,1.2,21.4,13.3,81.5,0.1,2.7
1987-09-21,8.8,1.0,17.6,12.6,88.3,0.1,1.7
1987-09-22,13.1,1.0,23.1,12.8,78.9,4.1,2.7
1987-09-23,8.8,1.3,19.2,13.1,87.2,3.9,1.8
1987-09-24,10.6,1.5,20.5,11.3,84.9,18.8,2.1
1987-09-25,22.9,1.2,24.0,8.2,72.7,9.7,3.9
1987-09-26,21.3,1.3,26.2,9.5,67.1,0.0,4.1
1987-09-27,23.0,1.3,28.0,10.3,64.5,0.0,4.5
1987-09-28,12.5,1.2,25.2,14.0,73.0,0.0,2.9
1987-09-29,20.4,0.8,26.7,13.4,67.9,0.0,4.0
1987-09-30,22.1,1.5,27.9,14.2,66.6,0.0,4.5
1987-10-01,20.9,2.3,29.7,13.3,61.7,0.0,4.9
1987-10-02,10.0,1.8,22.1,13.9,77.5,0.2,2.4
1987-10-03,12.1,1.7,20.0,12.5,72.9,0.3,2.8
1987-10-04,18.6,1.6,21.8,9.8,72.9,0.0,3.6
1987-10-05,20.3,1.3,26.3,10.7,65.1,0.0,4.1
1987-10-06,11.7,1.4,24.5,13.6,76.7,0.3,2.6
1987-10-07,23.5,1.2,29.0,12.8,67.1,0.6,4.7
1987-10-08,25.6,1.0,28.4,11.3,61.4,0.0,4.8
1987-10-09,21.8,0.9,29.7,11.9,64.3,0.0,4.3
1987-10-10,23.9,1.1,30.9,14.2,60.3,0.0,4.9
1987-10-11,24.3,0.8,31.3,12.4,61.3,0.0,4.8
1987-10-12,23.3,1.3,32.0,13.8,62.2,0.0,5.0
1987-10-13,23.9,1.5,32.9,14.3,56.9,0.0,5.4
1987-10-14,19.1,1.3,28.0,16.6,66.0,0.0,4.2
1987-10-15,19.4,1.5,27.9,16.5,67.6,0.0,4.3
1987-10-16,21.2,1.3,31.1,16.9,65.9,4.4,4.6
1987-10-17,21.6,1.1,30.8,16.4,64.6,1.6,4.5
1987-10-18,21.2,1.2,30.5,16.8,64.9,5.7,4.7
1987-10-19,21.4,2.2,29.9,17.7,69.7,1.6,5.1
1987-10-20,12.9,1.2,25.2,16.9,80.1,8.4,2.9
1987-10-21,14.8,1.1,24.6,16.1,81.8,2.8,3.2
1987-10-22,10.0,1.7,23.4,16.6,83.7,11.0,2.3
1987-10-23,12.6,1.0,23.9,15.5,81.4,1.0,2.7
1987-10-24,10.0,0.6,22.2,16.8,83.2,1.2,2.3
1987-10-25,14.5,1.3,26.7,17.0,73.2,5.6,3.4
1987-10-26,20.3,0.8,29.9,17.3,63.9,2.8,4.4
1987-10-27,24.1,0.9,31.8,17.5,65.2,2.0,5.2
1987-10-28,19.4,1.1,30.3,18.2,72.2,33.3,4.3
1987-10-29,18.1,1.2,28.1,17.5,75.2,8.3,4.0
1987-10-30,13.4,1.2,24.6,16.3,81.9,2.6,3.0
1987-10-31,17.7,0.8,26.8,15.3,71.4,26.2,3.7
1987-11-01,23.3,1.3,27.1,14.1,63.8,0.0,4.7
1987-11-02,26.1,1.1,27.7,12.2,63.1,0.0,5.0
1987-11-03,24.4,1.0,27.0,11.9,64.8,0.0,4.6
1987-11-04,23.7,0.9,27.9,14.1,64.8,0.0,4.8
1987-11-05,26.1,1.3,30.9,13.9,61.7,0.0,5.5
1987-11-06,15.6,1.7,29.9,16.9,70.3,1.0,4.0
1987-11-07,16.7,1.7,30.5,18.2,71.1,0.1,4.1
1987-11-08,20.1,1.1,30.1,18.0,66.6,0.4,4.6
1987-11-09,19.0,1.3,28.7,17.9,75.8,12.6,4.2
1987-11-10,17.3,2.3,25.8,17.1,70.1,6.3,4.0
1987-11-11,15.2,1.5,25.6,17.2,69.3,1.4,3.5
1987-11-12,17.5,1.8,24.9,14.8,73.4,0.2,3.7
1987-11-13,16.8,2.1,24.2,15.6,74.2,0.3,3.8
1987-11-14,10.9,1.3,24.8,16.7,74.0,0.4,2.8
1987-11-15,10.3,1.3,21.3,16.5,88.4,4.3,2.2
1987-11-16,10.7,1.1,21.1,16.5,90.5,26.2,2.2
1987-11-17,20.9,0.8,28.5,16.0,78.6,23.9,4.3
1987-11-18,24.1,1.0,29.4,15.6,71.9,0.1,4.9
1987-11-19,26.0,0.9,29.3,14.3,65.6,0.2,5.2
1987-11-20,23.9,0.6,29.0,15.6,64.2,0.0,4.8
1987-11-21,23.0,1.3,28.6,16.2,68.7,0.0,4.7
1987-11-22,20.8,1.2,28.0,15.5,71.8,17.2,4.3
1987-11-23,16.4,1.5,26.5,16.5,73.6,7.1,3.6
1987-11-24,17.1,1.2,25.7,15.5,75.7,0.0,3.7
1987-11-25,11.7,1.8,24.7,17.1,81.3,4.6,2.7
1987-11-26,17.8,1.6,27.0,18.0,79.3,0.1,3.9
1987-11-27,15.7,1.3,25.3,18.0,83.2,7.6,3.3
1987-11-28,16.0,0.9,25.5,15.8,81.7,14.8,3.3
1987-11-29,11.9,0.7,22.3,17.3,85.8,2.1,2.6
1987-11-30,20.7,0.9,27.0,16.2,77.0,0.3,4.2
1987-12-01,21.5,0.9,28.1,16.0,74.6,0.0,4.5
1987-12-02,18.0,1.4,27.1,17.1,71.5,4.4,4.1
1987-12-03,15.2,1.6,24.9,17.0,81.6,5.4,3.3
1987-12-04,10.6,2.0,22.4,17.0,86.4,16.2,2.4
1987-12-05,11.1,2.0,23.8,18.0,87.8,7.6,2.5
1987-12-06,12.1,1.6,25.2,18.1,87.2,29.8,2.7
1987-12-07,13.4,1.0,24.6,17.3,85.5,25.0,2.9
1987-12-08,15.5,1.3,26.0,17.5,84.4,10.9,3.3
1987-12-09,14.3,1.3,26.9,18.3,85.3,11.0,3.2
1987-12-10,11.8,0.7,24.5,17.7,87.5,2.6,2.6
1987-12-11,10.9,0.9,24.0,17.6,85.5,5.4,2.4
1987-12-12,11.7,1.3,23.3,16.7,87.6,7.5,2.5
1987-12-13,11.9,1.2,24.4,17.8,89.0,8.5,2.6
1987-12-14,14.1,1.2,24.6,16.8,80.6,24.9,3.0
1987-12-15,16.7,1.4,24.8,15.4,81.8,0.2,3.5
1987-12-16,24.8,2.0,27.2,16.9,72.6,0.0,5.2
1987-12-17,26.4,2.1,28.5,17.0,74.5,0.0,5.5
1987-12-18,12.0,1.3,24.9,18.0,86.0,3.4,2.7
1987-12-19,12.4,1.2,22.2,17.5,89.6,44.8,2.6
1987-12-20,17.2,0.8,26.0,16.8,83.1,4.6,3.6
1987-12-21,16.9,0.8,27.1,17.5,81.8,7.9,3.7
1987-12-22,17.8,1.1,24.8,16.7,85.5,1.8,3.6
1987-12-23,27.3,2.0,27.3,14.4,74.5,7.8,5.4
1987-12-24,26.0,1.6,27.7,14.3,72.6,0.0,5.2
1987-12-25,21.6,0.8,27.2,14.4,76.0,0.0,4.5
1987-12-26,23.0,1.0,27.9,15.6,77.6,0.6,4.9
1987-12-27,23.7,1.2,28.5,17.4,78.5,0.5,5.1
1987-12-28,18.9,1.4,28.7,17.7,80.3,0.1,4.1
1987-12-29,21.2,1.0,30.0,17.5,76.9,1.7,4.7
1987-12-30,16.6,1.4,29.5,18.0,81.9,3.3,3.8
1987-12-31,15.1,0.9,27.8,18.5,87.1,6.0,3.5
1988-01-01,13.3,1.2,26.8,17.9,83.5,54.2,2.8
1988-01-02,21.1,1.0,28.9,17.2,74.5,17.5,4.6
1988-01-03,17.6,1.6,28.2,15.6,76.6,0.0,4.1
1988-01-04,20.0,1.3,28.3,18.3,76.4,0.6,4.4
1988-01-05,11.5,1.3,26.1,17.8,83.2,1.0,2.7
1988-01-06,14.0,1.3,27.0,18.1,82.6,5.0,3.3
1988-01-07,13.8,1.0,24.0,17.4,83.0,11.7,3.0
1988-01-08,10.5,0.7,22.5,16.6,89.4,12.2,2.3
1988-01-09,10.5,1.1,22.1,16.7,87.0,10.8,2.3
1988-01-10,12.6,1.3,22.1,16.4,89.8,20.0,2.5
1988-01-11,18.2,1.1,25.3,15.3,79.2,8.0,3.6
1988-01-12,19.3,1.2,27.2,16.2,81.0,8.0,4.0
1988-01-13,22.6,1.4,27.6,17.5,76.2,13.7,4.7
1988-01-14,27.9,1.4,29.5,16.9,68.8,3.5,5.9
1988-01-15,27.1,0.8,30.8,16.5,65.4,0.0,5.8
1988-01-16,25.6,1.0,31.2,17.6,64.4,0.0,5.7
1988-01-17,28.9,1.2,30.5,18.0,64.0,2.1,6.2
1988-01-18,28.9,1.1,30.2,17.3,69.5,0.0,6.1
1988-01-19,28.9,1.1,31.4,17.3,67.5,0.0,6.1
1988-01-20,28.6,1.1,31.7,18.4,65.2,0.0,6.2
1988-01-21,27.9,1.1,31.0,18.2,65.5,0.0,6.0
1988-01-22,27.0,1.3,32.3,16.9,64.7,0.0,6.2
1988-01-23,22.0,1.2,31.1,19.2,71.0,0.1,5.2
1988-01-24,22.8,1.4,29.9,18.5,69.9,1.1,5.3
1988-01-25,27.8,1.7,31.0,17.5,62.7,0.0,6.2
1988-01-26,24.8,1.5,30.7,18.0,64.7,0.0,5.7
1988-01-27,27.2,1.5,31.4,17.1,61.3,0.0,6.3
1988-01-28,21.8,1.0,32.0,18.1,66.8,0.0,5.1
1988-01-29,24.4,1.6,32.5,18.5,65.3,10.7,5.8
1988-01-30,24.3,1.8,33.0,18.4,69.0,0.4,5.8
1988-01-31,19.6,1.2,30.3,17.5,77.1,22.4,4.4
1988-02-01,20.9,1.0,29.4,17.7,78.3,6.6,4.5
1988-02-02,12.9,1.3,26.7,17.9,82.6,21.0,3.1
1988-02-03,16.1,1.0,27.7,17.5,77.3,20.7,3.3
1988-02-04,11.5,0.9,25.3,17.7,86.4,6.2,2.6
1988-02-05,12.0,1.1,25.7,17.3,85.5,25.5,2.6
1988-02-06,12.0,1.3,25.6,16.7,81.6,24.8,2.9
1988-02-07,15.1,1.2,26.8,17.1,82.5,6.6,3.5
1988-02-08,13.2,1.1,26.6,17.2,82.2,30.6,3.0
1988-02-09,12.4,1.1,26.2,17.8,83.5,46.5,2.9
1988-02-10,14.2,1.0,26.3,17.1,80.5,15.9,3.2
1988-02-11,10.8,1.1,24.8,17.2,85.9,23.8,2.5
1988-02-12,15.4,1.0,26.6,16.8,78.9,18.4,3.5
1988-02-13,23.8,1.7,28.4,16.8,74.1,0.8,5.0
1988-02-14,17.7,1.4,28.0,17.8,77.6,0.0,4.0
1988-02-15,13.2,0.8,24.3,18.0,82.0,4.2,2.8
1988-02-16,11.4,0.9,25.4,17.6,81.4,1.1,2.7
1988-02-17,13.3,1.1,26.0,18.3,82.6,7.7,2.9
1988-02-18,15.9,1.2,26.4,18.1,78.3,17.6,3.3
1988-02-19,13.7,1.4,27.5,18.9,76.4,0.6,3.5
1988-02-20,10.3,1.0,26.3,19.1,75.5,3.0,2.7
1988-02-21,19.7,1.8,28.0,18.2,73.2,2.6,4.3
1988-02-22,22.0,1.7,28.2,16.7,72.9,6.6,5.0
1988-02-23,22.1,1.5,28.0,16.8,69.4,4.2,4.9
1988-02-24,24.3,1.1,28.9,15.1,66.8,0.3,4.8
1988-02-25,21.9,1.3,29.1,17.2,69.0,0.0,4.8
1988-02-26,16.0,0.8,28.9,17.3,72.9,5.8,3.4
1988-02-27,24.1,1.3,28.9,16.5,64.8,2.4,5.0
1988-02-28,20.8,1.1,28.8,15.6,66.7,1.8,4.5
1988-02-29,22.9,1.1,29.9,16.8,66.6,0.0,4.9
1988-03-01,19.7,1.2,29.8,17.9,64.4,2.2,4.7
1988-03-02,16.9,0.9,29.2,17.6,72.5,7.2,3.9
1988-03-03,11.6,1.1,25.2,18.2,83.5,39.2,2.6
1988-03-04,13.5,0.8,27.3,18.6,82.4,16.2,3.2
1988-03-05,13.5,0.7,26.9,17.9,83.9,8.3,3.0
1988-03-06,16.9,0.7,29.0,18.5,77.3,4.5,3.6
1988-03-07,19.3,1.2,29.9,17.5,69.9,1.8,4.4
1988-03-08,18.5,1.4,27.8,17.1,63.0,0.0,4.2
1988-03-09,20.4,1.4,27.4,14.7,67.9,0.0,4.4
1988-03-10,15.8,1.8,26.2,16.1,68.6,0.1,3.6
1988-03-11,20.4,1.5,26.3,15.0,69.3,0.0,4.2
1988-03-12,22.1,1.2,26.4,14.6,67.3,0.0,4.4
1988-03-13,22.6,1.0,27.1,13.7,65.6,0.0,4.5
1988-03-14,19.5,1.0,27.7,14.9,65.8,0.0,4.2
1988-03-15,19.7,1.4,27.6,15.6,67.4,0.0,4.3
1988-03-16,13.9,1.5,28.1,18.0,76.5,0.0,3.3
1988-03-17,10.3,1.2,25.6,17.8,82.7,14.2,2.5
1988-03-18,14.2,1.0,27.6,17.5,81.7,5.4,3.2
1988-03-19,13.8,1.1,27.2,16.7,82.3,20.7,3.1
1988-03-20,22.8,1.2,27.3,15.5,65.8,2.7,4.6
1988-03-21,23.5,1.2,26.6,12.6,61.3,0.0,4.6
1988-03-22,24.0,1.2,26.4,13.2,60.2,0.0,4.6
1988-03-23,24.1,1.2,26.6,13.0,63.2,0.0,4.6
1988-03-24,23.3,1.0,27.8,13.7,64.7,0.0,4.5
1988-03-25,23.1,1.1,27.6,13.6,63.8,0.0,4.5
1988-03-26,22.5,1.0,29.0,14.7,63.8,0.0,4.6
1988-03-27,20.7,1.0,28.2,15.7,68.9,0.0,4.3
1988-03-28,21.9,0.8,29.7,15.9,67.8,0.0,4.5
1988-03-29,20.0,1.0,29.1,16.1,68.9,0.4,4.2
1988-03-30,21.0,1.0,29.5,15.1,66.7,0.0,4.3
1988-03-31,19.2,0.9,29.3,15.9,70.2,0.0,4.0
1988-04-01,19.2,0.9,29.5,16.9,70.8,0.1,3.6
1988-04-02,17.6,1.2,29.4,16.8,74.8,6.1,3.9
1988-04-03,14.8,1.3,26.5,16.5,74.9,4.6,3.4
1988-04-04,12.6,1.0,26.6,15.8,81.0,1.1,2.7
1988-04-05,17.2,0.9,28.3,16.9,72.0,2.7,3.7
1988-04-06,17.4,1.6,26.5,16.7,76.3,1.6,3.8
1988-04-07,18.6,1.2,27.6,16.6,70.0,0.2,3.9
1988-04-08,14.9,1.2,27.7,17.2,70.6,0.3,3.2
1988-04-09,17.6,1.7,25.6,15.3,69.5,0.0,3.8
1988-04-10,14.7,1.3,24.0,14.9,71.5,0.0,3.2
1988-04-11,19.4,0.7,27.5,13.2,69.8,0.0,3.7
1988-04-12,19.2,1.3,28.0,14.6,67.5,0.0,4.0
1988-04-13,14.4,1.5,27.2,15.9,75.9,5.7,3.2
1988-04-14,10.9,0.9,24.1,15.8,81.6,33.9,2.3
1988-04-15,17.2,1.1,26.4,14.9,73.5,0.0,3.5
1988-04-16,9.8,0.9,24.5,14.3,82.4,0.0,2.1
1988-04-17,10.1,0.9,24.2,16.6,84.3,3.5,2.2
1988-04-18,10.9,1.4,25.1,16.8,77.6,0.7,2.6
1988-04-19,8.4,1.5,24.6,17.1,81.5,0.5,2.1
1988-04-20,13.4,1.0,25.9,16.9,74.1,1.0,2.9
1988-04-21,16.6,0.8,27.2,16.3,69.6,0.0,3.3
1988-04-22,19.3,0.8,28.8,15.5,68.0,0.8,3.8
1988-04-23,16.0,1.2,28.5,16.6,71.3,0.2,3.6
1988-04-24,15.4,1.5,27.3,16.9,73.3,1.7,3.4
1988-04-25,16.8,0.8,28.4,15.9,73.1,0.0,3.4
1988-04-26,17.8,0.8,28.9,16.2,70.9,0.0,3.6
1988-04-27,17.9,1.0,29.1,15.7,70.2,0.6,3.6
1988-04-28,13.2,1.8,26.4,16.1,72.6,13.1,3.3
1988-04-29,10.6,1.6,23.7,15.8,74.4,0.1,2.6
1988-04-30,15.7,1.7,23.4,13.3,70.6,0.0,3.2
1988-05-01,17.8,1.3,23.6,12.1,74.8,0.2,3.1
1988-05-02,15.6,0.7,25.9,10.6,68.6,0.0,2.9
1988-05-03,19.0,0.8,26.3,11.9,67.1,0.0,3.4
1988-05-04,16.3,0.8,27.6,12.2,64.7,0.0,3.2
1988-05-05,16.2,0.8,28.0,13.7,68.0,0.0,3.2
1988-05-06,16.3,1.2,26.8,15.2,74.5,0.0,3.2
1988-05-07,15.1,0.8,26.9,14.3,73.2,0.0,3.1
1988-05-08,15.4,0.9,26.5,14.6,73.1,0.0,2.9
1988-05-09,15.4,1.0,25.5,13.5,71.4,0.1,3.0
1988-05-10,18.2,1.0,25.8,11.9,66.8,0.3,3.2
1988-05-11,17.1,1.0,25.4,11.3,65.4,0.0,3.0
1988-05-12,17.4,0.9,26.0,11.7,68.9,0.0,3.1
1988-05-13,17.0,0.7,26.8,13.5,70.5,0.0,3.0
1988-05-14,16.3,1.0,27.8,14.2,68.3,0.0,3.2
1988-05-15,15.1,1.0,28.2,14.0,67.1,0.1,3.1
1988-05-16,16.7,1.1,29.0,14.2,67.4,0.0,3.3
1988-05-17,10.5,1.4,26.0,15.2,75.4,1.5,2.5
1988-05-18,12.5,0.7,25.7,13.7,72.1,8.0,2.5
1988-05-19,15.7,0.9,26.8,13.8,70.0,0.0,3.0
1988-05-20,15.7,0.7,27.4,13.6,69.5,0.0,2.9
1988-05-21,15.5,1.0,27.8,14.3,68.8,0.0,3.0
1988-05-22,16.0,0.8,28.1,14.2,69.1,0.0,3.0
1988-05-23,14.4,1.2,27.2,14.3,67.1,0.0,3.1
1988-05-24,13.7,1.3,27.2,14.7,72.9,0.0,3.0
1988-05-25,6.3,0.9,22.1,14.7,86.1,0.1,1.5
1988-05-26,9.6,0.9,20.3,13.8,86.0,2.4,1.8
1988-05-27,15.1,0.9,23.7,12.3,79.3,2.1,2.5
1988-05-28,12.5,0.9,24.1,12.0,76.2,0.2,2.3
1988-05-29,14.7,1.0,25.5,11.2,75.1,0.0,2.7
1988-05-30,10.9,1.0,23.2,13.5,80.1,0.2,2.1
1988-05-31,8.3,1.3,19.7,12.9,81.4,3.4,1.6
1988-06-01,16.8,1.2,19.9,7.0,69.5,0.0,2.5
1988-06-02,12.9,0.9,19.7,5.4,73.8,0.0,2.1
1988-06-03,15.0,0.9,23.4,9.0,75.2,0.0,2.4
1988-06-04,6.6,1.3,20.2,11.7,84.1,0.0,1.5
1988-06-05,12.8,0.6,18.1,5.6,68.8,3.0,1.8
1988-06-06,10.9,1.0,21.9,4.9,70.3,0.2,2.1
1988-06-07,16.4,1.1,24.5,9.5,71.7,0.0,2.8
1988-06-08,15.3,1.3,25.2,10.7,72.5,0.0,2.9
1988-06-09,15.9,0.9,25.1,10.7,70.0,0.0,2.7
1988-06-10,15.6,1.5,25.1,9.9,64.6,0.0,3.0
1988-06-11,9.6,1.3,21.7,11.6,69.6,0.0,2.1
1988-06-12,14.8,0.9,22.7,10.6,68.2,0.0,2.4
1988-06-13,15.3,0.8,24.7,10.8,71.1,0.0,2.5
1988-06-14,12.8,1.0,24.7,10.6,70.0,1.3,2.5
1988-06-15,12.5,1.1,22.0,10.2,72.4,1.7,2.3
1988-06-16,13.9,1.2,21.6,8.6,69.4,0.0,2.4
1988-06-17,16.1,2.1,19.9,6.2,64.4,0.0,2.9
1988-06-18,16.2,1.5,19.4,3.5,61.8,0.0,2.5
1988-06-19,13.9,0.9,21.1,3.6,62.8,0.0,2.2
1988-06-20,14.0,1.0,22.9,6.0,65.6,0.0,2.5
1988-06-21,14.7,0.8,25.8,8.8,64.9,0.0,2.5
1988-06-22,15.6,0.7,27.1,9.9,65.3,0.0,2.7
1988-06-23,15.7,1.3,26.6,10.8,60.1,0.0,3.0
1988-06-24,15.3,0.8,26.9,8.8,58.1,0.0,2.8
1988-06-25,11.3,0.8,24.5,11.0,65.8,0.0,2.3
1988-06-26,11.7,1.5,23.3,12.0,75.9,0.2,2.4
1988-06-27,8.2,1.7,20.4,11.8,74.5,0.0,2.1
1988-06-28,15.2,0.8,22.3,9.7,71.8,0.0,2.4
1988-06-29,15.1,1.1,24.9,7.2,65.3,0.0,2.7
1988-06-30,14.9,1.0,24.0,7.7,62.5,0.0,2.5
1988-07-01,15.6,1.5,23.0,7.4,62.2,0.0,2.8
1988-07-02,14.7,1.1,22.7,8.6,70.1,0.0,2.4
1988-07-03,16.5,1.1,23.3,9.1,62.3,0.0,2.7
1988-07-04,16.7,0.8,24.4,8.6,65.6,0.0,2.6
1988-07-05,15.4,0.8,23.9,9.6,66.5,0.0,2.5
1988-07-06,15.9,0.8,24.5,8.0,64.8,0.0,2.6
1988-07-07,14.1,0.9,25.5,8.7,60.5,0.0,2.5
1988-07-08,14.4,1.3,25.0,10.8,62.2,0.0,2.8
1988-07-09,11.8,1.1,23.2,12.0,70.6,0.0,2.3
1988-07-10,13.4,1.0,24.8,10.5,71.6,0.0,2.5
1988-07-11,14.7,0.9,24.6,10.6,69.2,0.0,2.6
1988-07-12,12.7,1.4,21.6,9.7,72.5,0.0,2.4
1988-07-13,16.2,2.4,18.3,7.3,65.6,0.0,2.7
1988-07-14,16.7,2.1,17.6,3.8,63.1,0.0,2.8
1988-07-15,16.8,1.6,18.1,2.0,65.5,0.0,2.7
1988-07-16,17.1,1.5,20.0,3.0,63.5,0.0,2.7
1988-07-17,15.3,1.4,19.7,6.1,68.6,0.0,2.5
1988-07-18,16.5,1.8,21.0,5.4,67.9,0.0,2.7
1988-07-19,15.7,1.2,21.9,6.4,65.8,0.0,2.7
1988-07-20,16.0,0.7,23.8,5.9,64.3,0.0,2.6
1988-07-21,16.6,1.2,23.2,6.7,63.1,0.0,2.8
1988-07-22,17.0,0.9,24.5,7.3,64.2,0.0,2.8
1988-07-23,16.9,1.5,25.2,7.4,62.5,0.0,3.2
1988-07-24,16.4,1.1,25.7,7.9,59.2,0.0,3.0
1988-07-25,17.9,1.0,22.5,9.1,51.5,0.0,2.9
1988-07-26,17.7,1.5,21.1,4.6,59.0,0.0,3.0
1988-07-27,16.6,1.5,19.7,5.5,64.3,0.0,2.7
1988-07-28,17.5,1.4,20.5,4.6,59.9,0.0,2.8
1988-07-29,18.0,1.3,20.8,3.0,64.2,0.0,2.9
1988-07-30,15.5,1.6,19.8,5.0,65.1,0.0,2.7
1988-07-31,17.5,1.5,20.8,2.7,62.8,0.0,2.8
1988-08-01,18.4,1.3,20.8,3.3,60.8,0.0,3.0
1988-08-02,17.4,1.4,20.7,5.2,61.4,0.0,3.0
1988-08-03,18.2,1.3,22.1,3.7,56.4,0.0,3.2
1988-08-04,16.8,1.4,22.3,5.6,59.8,0.0,3.0
1988-08-05,14.7,1.3,22.6,6.3,63.1,0.0,2.7
1988-08-06,8.7,1.4,21.3,9.9,67.4,0.0,2.2
1988-08-07,16.7,1.4,24.2,11.1,60.8,0.0,3.3
1988-08-08,15.8,0.9,25.7,8.7,63.9,0.0,3.0
1988-08-09,17.6,1.1,27.8,8.9,56.4,0.0,3.5
1988-08-10,17.9,1.4,27.0,11.4,56.0,0.0,3.8
1988-08-11,14.1,2.1,20.9,8.3,72.1,0.0,3.0
1988-08-12,16.0,1.6,21.2,8.6,69.8,0.0,3.1
1988-08-13,18.3,1.4,20.0,6.9,65.9,0.0,3.1
1988-08-14,19.3,1.6,20.9,4.6,61.0,0.0,3.3
1988-08-15,20.0,1.7,22.0,6.5,64.4,0.0,3.5
1988-08-16,19.9,0.9,24.5,6.0,58.7,0.0,3.4
1988-08-17,19.4,1.7,24.9,6.3,54.8,0.0,3.8
1988-08-18,18.5,1.8,23.1,8.0,57.1,0.0,3.8
1988-08-19,17.7,1.8,24.6,8.2,61.5,0.0,3.6
1988-08-20,14.5,0.8,24.2,11.0,61.5,0.0,2.8
1988-08-21,20.1,0.9,27.4,8.2,51.2,0.0,3.8
1988-08-22,18.5,1.3,27.8,10.7,56.5,0.0,4.0
1988-08-23,18.9,1.8,25.9,10.8,60.3,0.0,4.2
1988-08-24,20.7,1.3,26.4,8.1,50.6,0.0,4.1
1988-08-25,20.0,0.7,28.1,7.9,46.7,0.0,3.7
1988-08-26,18.9,1.0,29.0,9.6,46.2,0.0,4.0
1988-08-27,19.2,1.0,29.7,9.6,48.7,0.0,4.2
1988-08-28,19.4,1.2,28.1,9.7,56.5,0.0,4.2
1988-08-29,20.2,1.8,27.1,9.0,55.9,0.0,4.5
1988-08-30,19.9,0.8,27.8,9.1,55.0,0.0,3.9
1988-08-31,14.4,0.7,28.9,9.3,54.5,0.0,3.1
1988-09-01,19.0,1.0,30.5,9.4,48.6,0.0,4.2
1988-09-02,18.4,1.4,29.5,11.2,53.9,0.0,4.4
1988-09-03,14.9,1.8,24.3,13.1,62.8,0.0,3.6
1988-09-04,17.2,1.6,24.1,12.2,60.7,0.0,3.8
1988-09-05,16.9,2.3,23.8,11.2,61.3,0.0,4.0
1988-09-06,18.1,2.1,23.4,9.3,56.4,0.0,4.1
1988-09-07,21.5,1.2,26.1,6.6,51.1,0.0,4.2
1988-09-08,21.5,1.2,28.5,6.1,48.1,0.0,4.3
1988-09-09,22.2,1.1,29.9,9.6,43.1,0.0,4.6
1988-09-10,22.4,1.2,29.2,8.9,48.2,0.0,4.4
1988-09-11,22.8,1.2,29.9,10.1,49.5,0.0,4.7
1988-09-12,22.7,1.1,31.4,11.8,48.1,0.0,4.8
1988-09-13,22.0,1.2,32.1,12.9,43.1,0.0,4.9
1988-09-14,21.4,1.4,32.4,13.5,41.5,0.0,5.3
1988-09-15,11.5,1.6,26.8,16.0,57.5,0.0,3.4
1988-09-16,14.5,2.8,24.2,13.7,64.1,0.1,3.9
1988-09-17,17.8,2.0,26.0,13.6,60.3,0.0,4.4
1988-09-18,14.4,1.4,25.4,14.4,62.9,0.1,3.4
1988-09-19,17.8,2.4,27.9,14.2,60.6,0.0,4.6
1988-09-20,22.5,1.9,27.9,15.3,55.6,0.0,5.1
1988-09-21,21.2,1.2,28.6,14.1,55.5,0.0,4.6
1988-09-22,20.7,0.8,30.6,13.9,56.6,0.0,4.4
1988-09-23,22.8,1.2,32.6,15.3,52.3,0.0,5.1
1988-09-24,22.1,1.3,32.0,15.5,52.4,0.0,5.2
1988-09-25,22.9,1.2,31.5,15.4,50.0,0.0,5.0
1988-09-26,23.4,1.6,31.3,14.0,48.9,0.0,5.6
1988-09-27,23.6,1.0,33.6,14.1,47.6,0.0,5.1
1988-09-28,19.8,1.3,33.1,15.4,46.9,0.0,5.1
1988-09-29,9.7,2.0,24.4,15.4,75.8,7.4,2.8
1988-09-30,9.2,1.1,19.1,14.2,87.7,28.9,1.9
1988-10-01,14.2,1.1,25.7,13.9,72.9,3.6,3.1
1988-10-02,19.4,1.0,27.2,15.1,65.6,0.9,3.9
1988-10-03,21.4,0.9,29.0,15.3,62.9,0.0,4.3
1988-10-04,22.8,1.1,31.5,15.9,57.4,0.0,5.0
1988-10-05,10.5,1.4,22.9,17.0,82.2,29.8,2.5
1988-10-06,10.5,0.8,23.2,14.9,80.3,2.4,2.2
1988-10-07,23.9,1.7,26.3,13.0,66.3,29.9,4.8
1988-10-08,23.1,1.2,27.4,13.9,58.4,0.0,4.8
1988-10-09,18.1,0.8,28.4,13.4,54.1,0.0,4.0
1988-10-10,13.8,1.6,26.2,14.8,64.4,0.1,3.5
